# SYSTEM: Arnold's Cat map--- 
#		t  			  x1 			 y1 			 x2 			 y2 
  0.000000 	    0.129620 	    0.065010 	   -0.305378 	   -0.804984 
  0.001000 	   -0.545745 	   -0.480735 	   -0.415740 	   -0.220724 
  0.002000 	   -0.312215 	   -0.792950 	   -0.052203 	   -0.272928 
  0.003000 	   -0.897357 	   -0.690307 	   -0.377335 	   -0.650262 
  0.004000 	   -0.444976 	   -0.135283 	   -0.404931 	   -0.055193 
  0.005000 	   -0.945145 	   -0.080428 	   -0.865056 	   -0.920249 
  0.006000 	   -0.810539 	   -0.890967 	   -0.650360 	   -0.570609 
  0.007000 	   -0.191686 	   -0.082653 	   -0.871328 	   -0.441937 
  0.008000 	   -0.825310 	   -0.907963 	   -0.184593 	   -0.626530 
  0.009000 	   -0.277150 	   -0.185113 	   -0.995717 	   -0.622248 
  0.010000 	   -0.176548 	   -0.361661 	   -0.613682 	   -0.235930 
  0.011000 	   -0.589025 	   -0.950686 	   -0.463294 	   -0.699224 
  0.012000 	   -0.877275 	   -0.827961 	   -0.625812 	   -0.325036 
  0.013000 	   -0.079585 	   -0.907546 	   -0.576660 	   -0.901696 
  0.014000 	   -0.060867 	   -0.968412 	   -0.055017 	   -0.956714 
  0.015000 	   -0.078447 	   -0.046859 	   -0.066748 	   -0.023462 
  0.016000 	   -0.180356 	   -0.227215 	   -0.156958 	   -0.180420 
  0.017000 	   -0.541132 	   -0.768348 	   -0.494337 	   -0.674758 
  0.018000 	   -0.757022 	   -0.525370 	   -0.663432 	   -0.338190 
  0.019000 	   -0.852235 	   -0.377605 	   -0.665054 	   -0.003244 
  0.020000 	   -0.707713 	   -0.085318 	   -0.333353 	   -0.336597 
  0.021000 	   -0.752023 	   -0.837341 	   -0.003302 	   -0.339899 
  0.022000 	   -0.843946 	   -0.681287 	   -0.346504 	   -0.686403 
  0.023000 	   -0.374296 	   -0.055583 	   -0.379412 	   -0.065815 
  0.024000 	   -0.814407 	   -0.869990 	   -0.824639 	   -0.890454 
  0.025000 	   -0.519268 	   -0.389257 	   -0.539732 	   -0.430187 
  0.026000 	   -0.468722 	   -0.857979 	   -0.509651 	   -0.939838 
  0.027000 	   -0.877281 	   -0.735261 	   -0.959140 	   -0.898977 
  0.028000 	   -0.653540 	   -0.388801 	   -0.817257 	   -0.716234 
  0.029000 	   -0.023314 	   -0.412115 	   -0.350747 	   -0.066981 
  0.030000 	   -0.113609 	   -0.525724 	   -0.768476 	   -0.835457 
  0.031000 	   -0.062675 	   -0.588399 	   -0.372408 	   -0.207865 
  0.032000 	   -0.333215 	   -0.921615 	   -0.952680 	   -0.160545 
  0.033000 	   -0.826976 	   -0.748590 	   -0.065906 	   -0.226451 
  0.034000 	   -0.880402 	   -0.628992 	   -0.358263 	   -0.584714 
  0.035000 	   -0.345517 	   -0.974509 	   -0.301239 	   -0.885952 
  0.036000 	   -0.576987 	   -0.551496 	   -0.488430 	   -0.374382 
  0.037000 	   -0.528356 	   -0.079852 	   -0.351241 	   -0.725623 
  0.038000 	   -0.782335 	   -0.862188 	   -0.428106 	   -0.153730 
  0.039000 	   -0.718401 	   -0.580589 	   -0.009943 	   -0.163673 
  0.040000 	   -0.600474 	   -0.181063 	   -0.183558 	   -0.347231 
