# SYSTEM: Arnold's Cat map--- 
#		t  			  x1 			 y1 			 x2 			 y2 
  0.000000 	    0.375183 	   -0.042293 	    0.362612 	   -0.067436 
  0.001000 	    0.682931 	    0.640638 	    0.657788 	    0.590352 
  0.002000 	    0.956215 	    0.596852 	    0.905929 	    0.496282 
  0.003000 	    0.408711 	    0.005563 	    0.308140 	    0.804422 
  0.004000 	    0.621843 	    0.627406 	    0.420702 	    0.225124 
  0.005000 	    0.468811 	    0.096218 	    0.066529 	    0.291654 
  0.006000 	    0.229277 	    0.325494 	    0.424712 	    0.716366 
  0.007000 	    0.174919 	    0.500414 	    0.565791 	    0.282157 
  0.008000 	    0.631996 	    0.132410 	    0.413739 	    0.695897 
  0.009000 	    0.959889 	    0.092299 	    0.523376 	    0.219272 
  0.010000 	    0.139050 	    0.231349 	    0.266024 	    0.485296 
  0.011000 	    0.763396 	    0.994745 	    0.017344 	    0.502640 
  0.012000 	    0.029433 	    0.024178 	    0.537329 	    0.039969 
  0.013000 	    0.098836 	    0.123014 	    0.114627 	    0.154596 
  0.014000 	    0.352268 	    0.475282 	    0.383849 	    0.538445 
  0.015000 	    0.242981 	    0.718263 	    0.306144 	    0.844590 
  0.016000 	    0.330551 	    0.048814 	    0.456878 	    0.301468 
  0.017000 	    0.962571 	    0.011385 	    0.215225 	    0.516693 
  0.018000 	    0.441835 	    0.453221 	    0.947143 	    0.463836 
  0.019000 	    0.347507 	    0.800728 	    0.358122 	    0.821958 
  0.020000 	    0.516973 	    0.317700 	    0.538203 	    0.360162 
  0.021000 	    0.394107 	    0.711807 	    0.436568 	    0.796729 
  0.022000 	    0.584943 	    0.296750 	    0.669865 	    0.466594 
  0.023000 	    0.636480 	    0.933230 	    0.806325 	    0.272919 
  0.024000 	    0.545879 	    0.479109 	    0.885568 	    0.158488 
  0.025000 	    0.250246 	    0.729355 	    0.929624 	    0.088112 
  0.026000 	    0.588603 	    0.317958 	    0.947360 	    0.035472 
  0.027000 	    0.212678 	    0.530636 	    0.930193 	    0.965665 
  0.028000 	    0.391021 	    0.921657 	    0.826050 	    0.791715 
  0.029000 	    0.573758 	    0.495415 	    0.443815 	    0.235530 
  0.030000 	    0.383046 	    0.878461 	    0.123161 	    0.358691 
  0.031000 	    0.124783 	    0.003245 	    0.605013 	    0.963705 
  0.032000 	    0.213272 	    0.216517 	    0.173732 	    0.137436 
  0.033000 	    0.563980 	    0.780497 	    0.484900 	    0.622336 
  0.034000 	    0.750296 	    0.530793 	    0.592136 	    0.214472 
  0.035000 	    0.715065 	    0.245858 	    0.398745 	    0.613217 
  0.036000 	    0.043347 	    0.289205 	    0.410706 	    0.023923 
  0.037000 	    0.110617 	    0.399821 	    0.845335 	    0.869258 
  0.038000 	    0.090491 	    0.490312 	    0.559928 	    0.429186 
  0.039000 	    0.610168 	    0.100481 	    0.549041 	    0.978227 
  0.040000 	    0.198563 	    0.299044 	    0.076310 	    0.054537 
  0.041000 	    0.451664 	    0.750708 	    0.207157 	    0.261695 
  0.042000 	    0.165023 	    0.915731 	    0.676009 	    0.937704 
  0.043000 	    0.267749 	    0.183480 	    0.289722 	    0.227426 
  0.044000 	    0.762924 	    0.946405 	    0.806870 	    0.034295 
  0.045000 	    0.560144 	    0.506549 	    0.648035 	    0.682330 
  0.046000 	    0.802619 	    0.309167 	    0.978400 	    0.660730 
  0.047000 	    0.265967 	    0.575134 	    0.617529 	    0.278259 
  0.048000 	    0.810193 	    0.385328 	    0.513318 	    0.791578 
  0.049000 	    0.411964 	    0.797292 	    0.818214 	    0.609792 
  0.050000 	    0.433721 	    0.231013 	    0.246221 	    0.856013 
  0.051000 	    0.723455 	    0.954468 	    0.348455 	    0.204468 
  0.052000 	    0.651379 	    0.605847 	    0.901379 	    0.105847 
  0.053000 	    0.408605 	    0.014452 	    0.908605 	    0.014452 
  0.054000 	    0.831661 	    0.846112 	    0.831661 	    0.846112 
  0.055000 	    0.509433 	    0.355546 	    0.509433 	    0.355546 
  0.056000 	    0.374413 	    0.729958 	    0.374413 	    0.729958 
  0.057000 	    0.478784 	    0.208742 	    0.478784 	    0.208742 
  0.058000 	    0.166309 	    0.375051 	    0.166309 	    0.375051 
  0.059000 	    0.707670 	    0.082721 	    0.707670 	    0.082721 
  0.060000 	    0.498062 	    0.580783 	    0.498062 	    0.580783 
  0.061000 	    0.576906 	    0.157690 	    0.576906 	    0.157690 
  0.062000 	    0.311502 	    0.469192 	    0.311502 	    0.469192 
  0.063000 	    0.092197 	    0.561389 	    0.092197 	    0.561389 
  0.064000 	    0.745783 	    0.307172 	    0.745783 	    0.307172 
  0.065000 	    0.798738 	    0.105909 	    0.798738 	    0.105909 
  0.066000 	    0.703384 	    0.809294 	    0.703384 	    0.809294 
  0.067000 	    0.216063 	    0.025356 	    0.216063 	    0.025356 
  0.068000 	    0.457481 	    0.482838 	    0.457481 	    0.482838 
  0.069000 	    0.397800 	    0.880638 	    0.397800 	    0.880638 
  0.070000 	    0.676239 	    0.556877 	    0.676239 	    0.556877 
  0.071000 	    0.909355 	    0.466232 	    0.909355 	    0.466232 
  0.072000 	    0.284943 	    0.751175 	    0.284943 	    0.751175 
  0.073000 	    0.321060 	    0.072235 	    0.321060 	    0.072235 
  0.074000 	    0.714355 	    0.786591 	    0.714355 	    0.786591 
  0.075000 	    0.215302 	    0.001892 	    0.215302 	    0.001892 
  0.076000 	    0.432495 	    0.434387 	    0.432495 	    0.434387 
  0.077000 	    0.299377 	    0.733765 	    0.299377 	    0.733765 
  0.078000 	    0.332520 	    0.066284 	    0.332520 	    0.066284 
  0.079000 	    0.731323 	    0.797607 	    0.731323 	    0.797607 
  0.080000 	    0.260254 	    0.057861 	    0.260254 	    0.057861 
  0.081000 	    0.578369 	    0.636230 	    0.578369 	    0.636230 
  0.082000 	    0.792969 	    0.429199 	    0.792969 	    0.429199 
  0.083000 	    0.015137 	    0.444336 	    0.015137 	    0.444336 
  0.084000 	    0.474609 	    0.918945 	    0.474609 	    0.918945 
  0.085000 	    0.868164 	    0.787109 	    0.868164 	    0.787109 
  0.086000 	    0.523438 	    0.310547 	    0.523438 	    0.310547 
  0.087000 	    0.357422 	    0.667969 	    0.357422 	    0.667969 
  0.088000 	    0.382812 	    0.050781 	    0.382812 	    0.050781 
  0.089000 	    0.816406 	    0.867188 	    0.816406 	    0.867188 
  0.090000 	    0.500000 	    0.367188 	    0.500000 	    0.367188 
  0.091000 	    0.367188 	    0.734375 	    0.367188 	    0.734375 
  0.092000 	    0.468750 	    0.203125 	    0.468750 	    0.203125 
  0.093000 	    0.140625 	    0.343750 	    0.140625 	    0.343750 
  0.094000 	    0.625000 	    0.968750 	    0.625000 	    0.968750 
  0.095000 	    0.218750 	    0.187500 	    0.218750 	    0.187500 
  0.096000 	    0.625000 	    0.812500 	    0.625000 	    0.812500 
  0.097000 	    0.062500 	    0.875000 	    0.062500 	    0.875000 
  0.098000 	    0.000000 	    0.875000 	    0.000000 	    0.875000 
  0.099000 	    0.875000 	    0.750000 	    0.875000 	    0.750000 

#Synchronisation Step: 0.054000
